Name,Artist,Album,Track Number
Lady,Regina Spektor,Begin To Hope,11
Summer In The City,Regina Spektor,Begin To Hope,12
Another Town,Regina Spektor,Begin To Hope,13
Uh-merica (Bonus Album Version) (Bonus),Regina Spektor,Begin To Hope,14
Baobabs (Bonus Album Version) (Bonus),Regina Spektor,Begin To Hope,15
Düsseldorf (Bonus Album Version) (Bonus),Regina Spektor,Begin To Hope,16
Music Box (Bonus Track),Regina Spektor,Begin To Hope,17
Hero,Regina Spektor,Begin To Hope,18
Bartender (Non-Album Track),Regina Spektor,Begin To Hope,19
Lonely Boy,The Black Keys,Lonely Boy,1
Mansion Of Misery,Miniature Tigers,F O R T R E S S,1
Rock N' Roll Mountain Troll,Miniature Tigers,F O R T R E S S,2
Dark Tower,Miniature Tigers,F O R T R E S S,3
Goldskull,Miniature Tigers,F O R T R E S S,4
Bullfighter Jacket,Miniature Tigers,F O R T R E S S,5
Egyptian Robe,Miniature Tigers,F O R T R E S S,6
Japanese Woman Living In My Closet,Miniature Tigers,F O R T R E S S,7
Tropical Birds,Miniature Tigers,F O R T R E S S,8
Lolita,Miniature Tigers,F O R T R E S S,9
Coyote Enchantment,Miniature Tigers,F O R T R E S S,10
I'm Not Ready,Surfer Blood,Tarot Classics,1
Miranda,Surfer Blood,Tarot Classics,2
Voyager Reprise,Surfer Blood,Tarot Classics,3
Drinking Problem,Surfer Blood,Tarot Classics,4
Another Code Against the Gone,65daysofstatic,The Fall of Math,1
Install a Beak In the Heart That Clucks Time in Arabic,65daysofstatic,The Fall of Math,2
Retreat! Retreat!,65daysofstatic,The Fall of Math,3
Default This,65daysofstatic,The Fall of Math,4
"I Swallowed Hard, Like I Understood",65daysofstatic,The Fall of Math,5
The Fall of Math,65daysofstatic,The Fall of Math,6
This Cat Is a Landmine,65daysofstatic,The Fall of Math,7
The Last Home Recording,65daysofstatic,The Fall of Math,8
Hole,65daysofstatic,The Fall of Math,9
Fix the Sky a Little,65daysofstatic,The Fall of Math,10
Aren't We All Running?,65daysofstatic,The Fall of Math,11
When We Were Younger & Better,65daysofstatic,The Destruction Of Small Ideas,1
A Failsafe,65daysofstatic,The Destruction Of Small Ideas,2
Don't Go Down to Sorrow,65daysofstatic,The Destruction Of Small Ideas,3
Wax Futures,65daysofstatic,The Destruction Of Small Ideas,4
These Things You Can't Unlearn,65daysofstatic,The Destruction Of Small Ideas,5
Lyonesse,65daysofstatic,The Destruction Of Small Ideas,6
Music is Music as Devices are Kisses is Everything,65daysofstatic,The Destruction Of Small Ideas,7
The Distant and Mechanised Glow of Eastern European Dance Parties,65daysofstatic,The Destruction Of Small Ideas,8
Little Victories,65daysofstatic,The Destruction Of Small Ideas,9
Primer,65daysofstatic,The Destruction Of Small Ideas,10
White Peak / Dark Peak,65daysofstatic,The Destruction Of Small Ideas,11
The Conspiracy of Seeds,65daysofstatic,The Destruction Of Small Ideas,12
Drove Through Ghosts to Get Here,65daysofstatic,One Time For All Time,1
Await Rescue,65daysofstatic,One Time For All Time,2
23kid,65daysofstatic,One Time For All Time,3
Welcome to the Times,65daysofstatic,One Time For All Time,4
Mean Low Water,65daysofstatic,One Time For All Time,5
Climbing on Roofs (desperate edit),65daysofstatic,One Time For All Time,6
The Big Afraid,65daysofstatic,One Time For All Time,7
65 Doesn't Understand You,65daysofstatic,One Time For All Time,8
Radio Protector,65daysofstatic,One Time For All Time,9
Mountainhead,65daysofstatic,We Were Exploding Anyway,1
Crash Tactics,65daysofstatic,We Were Exploding Anyway,2
Dance Dance Dance,65daysofstatic,We Were Exploding Anyway,3
Piano Fights,65daysofstatic,We Were Exploding Anyway,4
Weak4,65daysofstatic,We Were Exploding Anyway,5
Come To Me,65daysofstatic,We Were Exploding Anyway,6
Go Complex,65daysofstatic,We Were Exploding Anyway,7
Debutante,65daysofstatic,We Were Exploding Anyway,8
Tiger Girl,65daysofstatic,We Were Exploding Anyway,9
309,Russian Circles,Empros,1
Mlàdek,Russian Circles,Empros,2
Schiphol,Russian Circles,Empros,3
Atackla,Russian Circles,Empros,4
Batu,Russian Circles,Empros,5
Praise Be Man,Russian Circles,Empros,6
Cover Me Slowy,Deerhunter,Microcastle,1
Agoraphobia,Deerhunter,Microcastle,2
Never Stops,Deerhunter,Microcastle,3
Little Kids,Deerhunter,Microcastle,4
Microcastle,Deerhunter,Microcastle,5
Calvary Scars,Deerhunter,Microcastle,6
Green Jacket,Deerhunter,Microcastle,7
Activa,Deerhunter,Microcastle,8
Nothing Ever Happened,Deerhunter,Microcastle,9
Saved By Old Times,Deerhunter,Microcastle,10
"Neither of Us, Uncertainly",Deerhunter,Microcastle,11
Twilight At Carbon Lake,Deerhunter,Microcastle,12
Earthquake,Deerhunter,Halcyon Digest,1
Dont Cry,Deerhunter,Halcyon Digest,2
Revival,Deerhunter,Halcyon Digest,3
Sailing,Deerhunter,Halcyon Digest,4
Memory Boy,Deerhunter,Halcyon Digest,5
Desire Lines,Deerhunter,Halcyon Digest,6
Basement Scene,Deerhunter,Halcyon Digest,7
Helicopter,Deerhunter,Halcyon Digest,8
Fountain Stairs,Deerhunter,Halcyon Digest,9
Coronado,Deerhunter,Halcyon Digest,10
He Would Have Laughed,Deerhunter,Halcyon Digest,11
It's Personal,The Radio Dept.,Pet Grief,1
Pet Grief,The Radio Dept.,Pet Grief,2
A Window,The Radio Dept.,Pet Grief,3
I Wanted You To Feel The Same,The Radio Dept.,Pet Grief,4
South Side,The Radio Dept.,Pet Grief,5
The Worst Taste In Music,The Radio Dept.,Pet Grief,6
Every Time,The Radio Dept.,Pet Grief,7
What Will Give?,The Radio Dept.,Pet Grief,8
Gibraltar,The Radio Dept.,Pet Grief,9
Sleeping In,The Radio Dept.,Pet Grief,10
Tell,The Radio Dept.,Pet Grief,11
Always A Relief,The Radio Dept.,Pet Grief,12
Easy,Real Estate,Days,1
Green Aisles,Real Estate,Days,2
It's Real,Real Estate,Days,3
Kinder Blumen,Real Estate,Days,4
Out Of Tune,Real Estate,Days,5
Municipality,Real Estate,Days,6
Wonder Years,Real Estate,Days,7
Three Blocks,Real Estate,Days,8
Younger Than Yesterday,Real Estate,Days,9
All The Same,Real Estate,Days,10
You Can Count On Me,Panda Bear,Tomboy,1
Tomboy,Panda Bear,Tomboy,2
Slow Motion,Panda Bear,Tomboy,3
Surfer's Hymn,Panda Bear,Tomboy,4
Last Night At The Jetty,Panda Bear,Tomboy,5
Drone,Panda Bear,Tomboy,6
Alsatian Darn,Panda Bear,Tomboy,7
Scheherazade,Panda Bear,Tomboy,8
Friendship Bracelet,Panda Bear,Tomboy,9
Afterburner,Panda Bear,Tomboy,10
Benfica,Panda Bear,Tomboy,11
Pangea (Cd),Someone Still Loves You Boris Yeltsin,Broom,1
I Am Warm & Powerful (Cd),Someone Still Loves You Boris Yeltsin,Broom,2
What'll We Do (Cd),Someone Still Loves You Boris Yeltsin,Broom,3
Travel Song (Cd),Someone Still Loves You Boris Yeltsin,Broom,4
Oregon Girl (Cd),Someone Still Loves You Boris Yeltsin,Broom,5
House Fire (Cd),Someone Still Loves You Boris Yeltsin,Broom,6
Yr Broom (Cd),Someone Still Loves You Boris Yeltsin,Broom,7
Anna Lee (Cd),Someone Still Loves You Boris Yeltsin,Broom,8
Anne Elephant (Cd),Someone Still Loves You Boris Yeltsin,Broom,9
Gwyneth (Cd),Someone Still Loves You Boris Yeltsin,Broom,10
Intro,M83,"Hurry Up, We're Dreaming",1
Midnight City,M83,"Hurry Up, We're Dreaming",2
Reunion,M83,"Hurry Up, We're Dreaming",3
Where The Boats Go,M83,"Hurry Up, We're Dreaming",4
Wait,M83,"Hurry Up, We're Dreaming",5
Raconte-Moi Une Histoire,M83,"Hurry Up, We're Dreaming",6
Train To Pluton,M83,"Hurry Up, We're Dreaming",7
Claudia Lewis,M83,"Hurry Up, We're Dreaming",8
This Bright Flash,M83,"Hurry Up, We're Dreaming",9
When Will You Come Home?,M83,"Hurry Up, We're Dreaming",10
"Soon, My Friend",M83,"Hurry Up, We're Dreaming",11
My Tears Are Becoming A Sea,M83,"Hurry Up, We're Dreaming",12
New Map,M83,"Hurry Up, We're Dreaming",13
Ok Pal,M83,"Hurry Up, We're Dreaming",14
Another Wave From You,M83,"Hurry Up, We're Dreaming",15
Splendor,M83,"Hurry Up, We're Dreaming",16
"Year One, One Ufo",M83,"Hurry Up, We're Dreaming",17
Fountains,M83,"Hurry Up, We're Dreaming",18
Steve McQueen,M83,"Hurry Up, We're Dreaming",19
Echoes Of Mine,M83,"Hurry Up, We're Dreaming",20
Klaus I Love You,M83,"Hurry Up, We're Dreaming",21
Outro,M83,"Hurry Up, We're Dreaming",22
Amor Porteno,Gotan Project,Lunatico,1
Notas,Gotan Project,Lunatico,2
Diferente,Gotan Project,Lunatico,3
Celos,Gotan Project,Lunatico,4
Lunatico,Gotan Project,Lunatico,5
Mi Confesion,Gotan Project,Lunatico,6
Tango Cancion,Gotan Project,Lunatico,7
La Viguela,Gotan Project,Lunatico,8
Criminal,Gotan Project,Lunatico,9
Arrabal,Gotan Project,Lunatico,10
Domingo,Gotan Project,Lunatico,11
"Paris, Texas",Gotan Project,Lunatico,12
Queremos Paz,Gotan Project,La Revancha Del Tango,1
Época,Gotan Project,La Revancha Del Tango,2
Chunga's Revenge,Gotan Project,La Revancha Del Tango,3
Tríptico,Gotan Project,La Revancha Del Tango,4
Santa Maria (del Buen Ayre),Gotan Project,La Revancha Del Tango,5
Una Música Brutal,Gotan Project,La Revancha Del Tango,6
El Capitalismo Foráneo,Gotan Project,La Revancha Del Tango,7
Last Tango In Paris,Gotan Project,La Revancha Del Tango,8
La Del Ruso,Gotan Project,La Revancha Del Tango,9
Vuelvo Al Sur,Gotan Project,La Revancha Del Tango,10
Triptico (Peter Kruder Mix),Gotan Project,La Revancha Del Tango,11
Santa Maria (Tom Middleton Cosmos Mix),Gotan Project,La Revancha Del Tango,12
El Capitalismo Foráneo (Antipop Consortium Remix),Gotan Project,La Revancha Del Tango,13
Santa Maria (Pepe Braddock Mix),Gotan Project,La Revancha Del Tango,14
Original Sin,Geographer,Animal Shapes,1
Kites,Geographer,Animal Shapes,2
Verona,Geographer,Animal Shapes,3
Paris,Geographer,Animal Shapes,4
Heaven Waits,Geographer,Animal Shapes,5
Night Winds,Geographer,Animal Shapes,6
Paris (Wallpaper Remix),Geographer,Animal Shapes,7
Kites (Limousines Remix),Geographer,Animal Shapes,8
Ghost Under Rocks,Ra Ra Riot,The Rhumb Line,1
Each Year,Ra Ra Riot,The Rhumb Line,2
St Peter's Day Festival,Ra Ra Riot,The Rhumb Line,3
Winter '05,Ra Ra Riot,The Rhumb Line,4
Dying Is Fine,Ra Ra Riot,The Rhumb Line,5
Can You Tell,Ra Ra Riot,The Rhumb Line,6
Too Too Too Fast,Ra Ra Riot,The Rhumb Line,7
"Oh, La",Ra Ra Riot,The Rhumb Line,8
Suspended In Gaffa,Ra Ra Riot,The Rhumb Line,9
Run My Mouth,Ra Ra Riot,The Rhumb Line,10
The Orchard,Ra Ra Riot,The Orchard,1
Boy,Ra Ra Riot,The Orchard,2
Too Dramatic,Ra Ra Riot,The Orchard,3
Foolish,Ra Ra Riot,The Orchard,4
Massachusetts,Ra Ra Riot,The Orchard,5
You and I Know,Ra Ra Riot,The Orchard,6
Shadowcasting,Ra Ra Riot,The Orchard,7
Do You Remember,Ra Ra Riot,The Orchard,8
Kansai,Ra Ra Riot,The Orchard,9
Keep It Quiet,Ra Ra Riot,The Orchard,10
On the Water,Future Islands,On the Water,1
Before the Bridge,Future Islands,On the Water,2
The Great Fire,Future Islands,On the Water,3
Open,Future Islands,On the Water,4
Where I Found You,Future Islands,On the Water,5
Give Us the Wind,Future Islands,On the Water,6
Close to None,Future Islands,On the Water,7
Balance,Future Islands,On the Water,8
Tybee Island,Future Islands,On the Water,9
Grease,Future Islands,On the Water,10
Heart: Attack,Neon Indian,Era Extraña,1
Polish Girl,Neon Indian,Era Extraña,2
The Blindside Kiss,Neon Indian,Era Extraña,3
Hex Girlfriend,Neon Indian,Era Extraña,4
Heart: Decay,Neon Indian,Era Extraña,5
Fallout,Neon Indian,Era Extraña,6
Era Extraña,Neon Indian,Era Extraña,7
Halogen (I Could Be a Shadow),Neon Indian,Era Extraña,8
Future Sick,Neon Indian,Era Extraña,9
Suns Irrupt,Neon Indian,Era Extraña,10
Heart: Release,Neon Indian,Era Extraña,11
Arcade Blues (Single),Neon Indian,Era Extraña,12
Tigers,Stephen Malkmus and The Jicks,Mirror Traffic,1
No One Is (As I Are Be),Stephen Malkmus and The Jicks,Mirror Traffic,2
Senator,Stephen Malkmus and The Jicks,Mirror Traffic,3
Brain Gallop,Stephen Malkmus and The Jicks,Mirror Traffic,4
Jumblegloss,Stephen Malkmus and The Jicks,Mirror Traffic,5
Asking Price,Stephen Malkmus and The Jicks,Mirror Traffic,6
Stick Figures In Love,Stephen Malkmus and The Jicks,Mirror Traffic,7
Spazz,Stephen Malkmus and The Jicks,Mirror Traffic,8
Long Hard Book,Stephen Malkmus and The Jicks,Mirror Traffic,9
Share The Red,Stephen Malkmus and The Jicks,Mirror Traffic,10
Tune Grief,Stephen Malkmus and The Jicks,Mirror Traffic,11
Forever 28,Stephen Malkmus and The Jicks,Mirror Traffic,12
All Over Gently,Stephen Malkmus and The Jicks,Mirror Traffic,13
Fall Away,Stephen Malkmus and The Jicks,Mirror Traffic,14
Gorgeous Georgie,Stephen Malkmus and The Jicks,Mirror Traffic,15
Book Of Revelation,The Drums,Portamento,1
Days,The Drums,Portamento,2
What You Were,The Drums,Portamento,3
Money,The Drums,Portamento,4
Hard To Love,The Drums,Portamento,5
I Don't Know How To Love,The Drums,Portamento,6
Searching For Heaven,The Drums,Portamento,7
Please Don't Leave,The Drums,Portamento,8
If He Likes It Let Him Do It,The Drums,Portamento,9
I Need A Doctor,The Drums,Portamento,10
In The Cold,The Drums,Portamento,11
How It Ended,The Drums,Portamento,12
Airbag,Radiohead,OK Computer (Collector's Edition),1
Paranoid Android,Radiohead,OK Computer (Collector's Edition),2
Subterranean Homesick Alien,Radiohead,OK Computer (Collector's Edition),3
Exit Music (For A Film),Radiohead,OK Computer (Collector's Edition),4
Let Down,Radiohead,OK Computer (Collector's Edition),5
Karma Police,Radiohead,OK Computer (Collector's Edition),6
Fitter Happier,Radiohead,OK Computer (Collector's Edition),7
Electioneering,Radiohead,OK Computer (Collector's Edition),8
Climbing Up The Walls,Radiohead,OK Computer (Collector's Edition),9
No Surprises,Radiohead,OK Computer (Collector's Edition),10
Lucky,Radiohead,OK Computer (Collector's Edition),11
The Tourist,Radiohead,OK Computer (Collector's Edition),12
Polyethylene (Parts 1 & 2),Radiohead,OK Computer (Collector's Edition),13
Pearly,Radiohead,OK Computer (Collector's Edition),14
A Reminder,Radiohead,OK Computer (Collector's Edition),15
Melatonin,Radiohead,OK Computer (Collector's Edition),16
Meeting In The Aisle,Radiohead,OK Computer (Collector's Edition),17
Lull,Radiohead,OK Computer (Collector's Edition),18
Climbing Up The Walls (Zero 7 Mix),Radiohead,OK Computer (Collector's Edition),19
Climbing Up The Walls (Fila Brazillia Mix),Radiohead,OK Computer (Collector's Edition),20
Palo Alto,Radiohead,OK Computer (Collector's Edition),21
How I Made My Millions,Radiohead,OK Computer (Collector's Edition),22
Airbag (Live In Berlin),Radiohead,OK Computer (Collector's Edition),23
Lucky (Live In Florence),Radiohead,OK Computer (Collector's Edition),24
Climbing Up The Walls (BBC Radio 1 Evening Session 28/5/97),Radiohead,OK Computer (Collector's Edition),25
Exit Music (For A Film) (BBC Radio 1 Evening Session 28/5/97),Radiohead,OK Computer (Collector's Edition),26
No Surprises (BBC Radio 1 Evening Session 28/5/97),Radiohead,OK Computer (Collector's Edition),27
Planet Telex,Radiohead,The Bends (Collectors Edition),1
The Bends,Radiohead,The Bends (Collectors Edition),2
High And Dry,Radiohead,The Bends (Collectors Edition),3
Fake Plastic Trees,Radiohead,The Bends (Collectors Edition),4
Bones,Radiohead,The Bends (Collectors Edition),5
(Nice Dream),Radiohead,The Bends (Collectors Edition),6
Just,Radiohead,The Bends (Collectors Edition),7
My Iron Lung,Radiohead,The Bends (Collectors Edition),8
Bullet Proof ... I Wish I Was,Radiohead,The Bends (Collectors Edition),9
Black Star,Radiohead,The Bends (Collectors Edition),10
Sulk,Radiohead,The Bends (Collectors Edition),11
Street Spirit (Fade Out),Radiohead,The Bends (Collectors Edition),12
The Trickster,Radiohead,The Bends (Collectors Edition),13
Punchdrunk Lovesick Singalong,Radiohead,The Bends (Collectors Edition),14
Lozenge Of Love,Radiohead,The Bends (Collectors Edition),15
Lewis (Mistreated),Radiohead,The Bends (Collectors Edition),16
Permanent Daylight,Radiohead,The Bends (Collectors Edition),17
You Never Wash Up After Yourself (Live),Radiohead,The Bends (Collectors Edition),18
Maquiladora,Radiohead,The Bends (Collectors Edition),19
Killer Cars,Radiohead,The Bends (Collectors Edition),20
India Rubber,Radiohead,The Bends (Collectors Edition),21
How Can You Be Sure,Radiohead,The Bends (Collectors Edition),22
Fake Plastic Trees (Acoustic Version),Radiohead,The Bends (Collectors Edition),23
Bullet Proof ... I Wish I Was (Acoustic),Radiohead,The Bends (Collectors Edition),24
Street Spirit (Fade Out) (Acoustic),Radiohead,The Bends (Collectors Edition),25
Talk Show Host,Radiohead,The Bends (Collectors Edition),26
Bishop's Robes,Radiohead,The Bends (Collectors Edition),27
Banana Co,Radiohead,The Bends (Collectors Edition),28
Molasses,Radiohead,The Bends (Collectors Edition),29
Just (BBC Radio 1 Evening Session),Radiohead,The Bends (Collectors Edition),30
Maquiladora (BBC Radio 1 Evening Session),Radiohead,The Bends (Collectors Edition),31
Street Spirit (Fade Out) (BBC Radio 1 Evening Session),Radiohead,The Bends (Collectors Edition),32
Bones (BBC Radio 1 Evening Session),Radiohead,The Bends (Collectors Edition),33
Everything In Its Right Place,Radiohead,Kid A,1
Kid A,Radiohead,Kid A,2
The National Anthem,Radiohead,Kid A,3
How To Disappear Completely,Radiohead,Kid A,4
Treefingers,Radiohead,Kid A,5
Optimistic,Radiohead,Kid A,6
In Limbo,Radiohead,Kid A,7
Idioteque,Radiohead,Kid A,8
Morning Bell,Radiohead,Kid A,9
Motion Picture Soundtrack,Radiohead,Kid A,10
Untitled,Radiohead,Kid A,11
2 + 2 = 5,Radiohead,Hail To The Thief (Collector's Edition),1
Sit Down. Stand Up,Radiohead,Hail To The Thief (Collector's Edition),2
Sail To The Moon,Radiohead,Hail To The Thief (Collector's Edition),3
Backdrifts,Radiohead,Hail To The Thief (Collector's Edition),4
Go To Sleep,Radiohead,Hail To The Thief (Collector's Edition),5
Where I End And You Begin,Radiohead,Hail To The Thief (Collector's Edition),6
We Suck Young Blood,Radiohead,Hail To The Thief (Collector's Edition),7
The Gloaming,Radiohead,Hail To The Thief (Collector's Edition),8
"There, There",Radiohead,Hail To The Thief (Collector's Edition),9
I Will,Radiohead,Hail To The Thief (Collector's Edition),10
A Punch Up At A Wedding,Radiohead,Hail To The Thief (Collector's Edition),11
Myxomatosis,Radiohead,Hail To The Thief (Collector's Edition),12
Scatterbrain,Radiohead,Hail To The Thief (Collector's Edition),13
A Wolf At The Door,Radiohead,Hail To The Thief (Collector's Edition),14
Paperbag Writer,Radiohead,Hail To The Thief (Collector's Edition),15
Where Bluebirds Fly,Radiohead,Hail To The Thief (Collector's Edition),16
I Am Citizen Insane,Radiohead,Hail To The Thief (Collector's Edition),17
Fog (Again) (Live),Radiohead,Hail To The Thief (Collector's Edition),18
Gagging Order,Radiohead,Hail To The Thief (Collector's Edition),19
I Am A Wicked Child,Radiohead,Hail To The Thief (Collector's Edition),20
Remyxomatosis (Cristian Vogel RMX),Radiohead,Hail To The Thief (Collector's Edition),21
There There (First Demo),Radiohead,Hail To The Thief (Collector's Edition),22
Skttrbrain (Four Tet Remix),Radiohead,Hail To The Thief (Collector's Edition),23
I Will (Los Angeles Version),Radiohead,Hail To The Thief (Collector's Edition),24
Sail To The Moon (BBC Radio 1's Jo Whiley's Live Lounge - 28/05/03),Radiohead,Hail To The Thief (Collector's Edition),25
2 + 2 = 5 (Live At Earls Court),Radiohead,Hail To The Thief (Collector's Edition),26
Go To Sleep (Zane Lowe - 08/12/03),Radiohead,Hail To The Thief (Collector's Edition),27
Bloom,Radiohead,The King Of Limbs,1
Morning Mr Magpie,Radiohead,The King Of Limbs,2
Little By Little,Radiohead,The King Of Limbs,3
Feral,Radiohead,The King Of Limbs,4
Lotus Flower,Radiohead,The King Of Limbs,5
Codex,Radiohead,The King Of Limbs,6
Give Up The Ghost,Radiohead,The King Of Limbs,7
Separator,Radiohead,The King Of Limbs,8
15 Step,Radiohead,In Rainbows,1
Bodysnatchers,Radiohead,In Rainbows,2
Nude,Radiohead,In Rainbows,3
Weird Fishes/Arpeggi,Radiohead,In Rainbows,4
All I Need,Radiohead,In Rainbows,5
Faust Arp,Radiohead,In Rainbows,6
Reckoner,Radiohead,In Rainbows,7
House Of Cards,Radiohead,In Rainbows,8
Jigsaw Falling Into Place,Radiohead,In Rainbows,9
Videotape,Radiohead,In Rainbows,10
The Vowels Pt. 2,WHY?,Alopecia,1
Good Friday,WHY?,Alopecia,2
These Few Presidents,WHY?,Alopecia,3
The Hollows,WHY?,Alopecia,4
Song of the Sad Assassin,WHY?,Alopecia,5
Gnashville,WHY?,Alopecia,6
Fatalist Palmistry,WHY?,Alopecia,7
The Fall of Mr. Fifths,WHY?,Alopecia,8
Brook & Waxing,WHY?,Alopecia,9
A Sky for Shoeing Horses Under,WHY?,Alopecia,10
Twenty Eight,WHY?,Alopecia,11
Simeon's Dilemma,WHY?,Alopecia,12
By Torpedo or Crohn's,WHY?,Alopecia,13
Exegesis,WHY?,Alopecia,14
Untrust Us,Crystal Castles,Crystal Castles,1
Alice Practice,Crystal Castles,Crystal Castles,2
Crimewave,Crystal Castles,Crystal Castles,3
Magic Spells,Crystal Castles,Crystal Castles,4
xxzxcuzx me,Crystal Castles,Crystal Castles,5
Air War,Crystal Castles,Crystal Castles,6
Courtship Dating,Crystal Castles,Crystal Castles,7
Good Time,Crystal Castles,Crystal Castles,8
1991,Crystal Castles,Crystal Castles,9
Vanished,Crystal Castles,Crystal Castles,10
Knights,Crystal Castles,Crystal Castles,11
Love And Caring,Crystal Castles,Crystal Castles,12
Through The Hosiery,Crystal Castles,Crystal Castles,13
Reckless,Crystal Castles,Crystal Castles,14
Black Panther,Crystal Castles,Crystal Castles,15
Tell Me What To Swallow,Crystal Castles,Crystal Castles,16
Air War (David Wolf Remix),Crystal Castles,Crystal Castles,17
Generator ^ First Floor,Freelance Whales,Weathervanes,1
Hannah,Freelance Whales,Weathervanes,2
Location,Freelance Whales,Weathervanes,3
Channels,Freelance Whales,Weathervanes,4
Starring,Freelance Whales,Weathervanes,5
Kilojoules,Freelance Whales,Weathervanes,6
Broken Horse,Freelance Whales,Weathervanes,7
Danse Flat,Freelance Whales,Weathervanes,8
Ghosting,Freelance Whales,Weathervanes,9
We Could Be Friends,Freelance Whales,Weathervanes,10
Vessels,Freelance Whales,Weathervanes,11
Generator ^ Second Floor,Freelance Whales,Weathervanes,12
The Great Estates,Freelance Whales,Weathervanes,13
o0O0o0O0o,Oberhofer,o0O0o0O0o,1
Don'tneedya,Oberhofer,o0O0o0O0o,2
Smylez,Oberhofer,o0O0o0O0o,3
I Could Go,Oberhofer,I Could Go,1
Away Frm U,Oberhofer,Away Frm U,1
Dead Girls Dance,Oberhofer,Away Frm U,2
Blue Blood,Foals,Total Life Forever,1
Miami,Foals,Total Life Forever,2
Total Life Forever,Foals,Total Life Forever,3
Black Gold,Foals,Total Life Forever,4
Spanish Sahara,Foals,Total Life Forever,5
This Orient,Foals,Total Life Forever,6
Fugue,Foals,Total Life Forever,7
After Glow,Foals,Total Life Forever,8
Alabaster,Foals,Total Life Forever,9
2 Trees,Foals,Total Life Forever,10
What Remains,Foals,Total Life Forever,11
The French Open,Foals,Antidotes,1
Cassius,Foals,Antidotes,2
Red Socks Pugie,Foals,Antidotes,3
Olympic Airways,Foals,Antidotes,4
Electric Bloom,Foals,Antidotes,5
Balloons,Foals,Antidotes,6
Heavy Water,Foals,Antidotes,7
"Two Steps, Twice",Foals,Antidotes,8
Big Big Love (Fig.2),Foals,Antidotes,9
Like Swimming,Foals,Antidotes,10
Tron,Foals,Antidotes,11
Hummer,Foals,Antidotes,12
Mathletics,Foals,Antidotes,13
U.R.A. Fever,The Kills,Midnight Boom,1
Cheap and Cheerful,The Kills,Midnight Boom,2
Tape Song,The Kills,Midnight Boom,3
Getting Down,The Kills,Midnight Boom,4
Last Day Of Magic,The Kills,Midnight Boom,5
Hook and Line,The Kills,Midnight Boom,6
Black Balloon,The Kills,Midnight Boom,7
M.E.X.I.C.O.,The Kills,Midnight Boom,8
Sour Cherry,The Kills,Midnight Boom,9
Alphabet Pony,The Kills,Midnight Boom,10
What New York Used To Be,The Kills,Midnight Boom,11
Goodnight Bad Morning,The Kills,Midnight Boom,12
Best Night,The War On Drugs,Slave Ambient,1
Brothers,The War On Drugs,Slave Ambient,2
I Was There,The War On Drugs,Slave Ambient,3
Your Love Is Calling My Name,The War On Drugs,Slave Ambient,4
The Animator,The War On Drugs,Slave Ambient,5
Come To The City,The War On Drugs,Slave Ambient,6
Come For It,The War On Drugs,Slave Ambient,7
It's Your Destiny,The War On Drugs,Slave Ambient,8
City Reprise #12,The War On Drugs,Slave Ambient,9
Baby Missiles,The War On Drugs,Slave Ambient,10
Original Slave,The War On Drugs,Slave Ambient,11
Black Water Falls,The War On Drugs,Slave Ambient,12
Future Starts Slow,The Kills,Blood Pressures,1
Satellite,The Kills,Blood Pressures,2
Heart Is A Beating Drum,The Kills,Blood Pressures,3
Nail In My Coffin,The Kills,Blood Pressures,4
Wild Charms,The Kills,Blood Pressures,5
DNA,The Kills,Blood Pressures,6
Baby Says,The Kills,Blood Pressures,7
The Last Goodbye,The Kills,Blood Pressures,8
Damned If She Do,The Kills,Blood Pressures,9
You Don't Own The Road,The Kills,Blood Pressures,10
Pots And Pans,The Kills,Blood Pressures,11
Born,STRFKR,Reptilians [Deluxe Edition],1
Julius,STRFKR,Reptilians [Deluxe Edition],2
Bury Us Alive,STRFKR,Reptilians [Deluxe Edition],3
Mystery Cloud,STRFKR,Reptilians [Deluxe Edition],4
Death as a Fetish (feat. Mattress),STRFKR,Reptilians [Deluxe Edition],5
Astoria,STRFKR,Reptilians [Deluxe Edition],6
Reptilians,STRFKR,Reptilians [Deluxe Edition],7
The White of Noon,STRFKR,Reptilians [Deluxe Edition],8
Hungry Ghost,STRFKR,Reptilians [Deluxe Edition],9
Mona Vegas,STRFKR,Reptilians [Deluxe Edition],10
Millions,STRFKR,Reptilians [Deluxe Edition],11
Quality Time,STRFKR,Reptilians [Deluxe Edition],12
Slow Dance,STRFKR,Reptilians [Deluxe Edition],13
Recess Time,STRFKR,Reptilians [Deluxe Edition],14
Queer Eyed Boy,Rumspringa,Sway,1
Musical Chairs,Rumspringa,Sway,2
Sway,Rumspringa,Sway,3
Criminal Love,Rumspringa,Sway,4
Triptych,Rumspringa,Sway,5
Beast,Rumspringa,Sway,6
Personal Effects,Rumspringa,Sway,7
Casper,Rumspringa,Sway,8
Shake 'Em Loose Tonight,Rumspringa,Sway,9
Witches Milk,Rumspringa,Sway,10
Going Down South,Rumspringa,Sway,11
Bliss in Concrete,Pelican,City of Echoes,1
City of Echoes,Pelican,City of Echoes,2
Spaceship Broken-Parts Needed,Pelican,City of Echoes,3
Winds With Hands,Pelican,City of Echoes,4
Dead Between the Walls,Pelican,City of Echoes,5
Lost in the Headlights,Pelican,City of Echoes,6
Far from Fields,Pelican,City of Echoes,7
A Delicate Sense of Balance,Pelican,City of Echoes,8
